Drug_A;Drug_B;Level
Olopatadine;Pioglitazone;Unknown
Prednisolone;Pioglitazone;Unknown
Desloratadine;Pioglitazone;Unknown
Mercaptopurine;Pioglitazone;Unknown
Pioglitazone;Pirbuterol;Unknown
Pioglitazone;Tiotropium;Unknown
Flunisolide;Carvedilol;Unknown
Cetirizine;Carvedilol;Unknown
Mupirocin;Carvedilol;Unknown
Loratadine;Carvedilol;Unknown
Montelukast;Carvedilol;Unknown
Zafirlukast;Carvedilol;Unknown
Chlorhexidine;Carvedilol;Unknown
Fexofenadine;Carvedilol;Unknown
Desloratadine;Carvedilol;Unknown
Carvedilol;Tiotropium;Unknown
Carvedilol;Fluticasone;Unknown
Cetirizine;Cefadroxil;Unknown
Loratadine;Cefadroxil;Unknown
Olopatadine;Cefadroxil;Unknown
Prednisolone;Cefadroxil;Unknown
Fexofenadine;Cefadroxil;Unknown
Desloratadine;Cefadroxil;Unknown
Ibuprofen;Cefadroxil;Unknown
Cefadroxil;Fluticasone;Unknown
Lidocaine;Doxepin;Unknown
Mupirocin;Doxepin;Unknown
Loratadine;Doxepin;Unknown
Montelukast;Doxepin;Unknown
Zafirlukast;Doxepin;Unknown
Triamcinolone;Doxepin;Unknown
Hydrocortisone;Doxepin;Unknown
Prednisolone;Doxepin;Unknown
Ketotifen;Doxepin;Unknown
Fexofenadine;Doxepin;Unknown
Desloratadine;Doxepin;Unknown
Ibuprofen;Doxepin;Unknown
Doxepin;Fluticasone;Unknown
Amifostine;Dexamethasone;Unknown
Montelukast;Nefazodone;Unknown
Desloratadine;Nefazodone;Unknown
Cetirizine;Cefprozil;Unknown
Loratadine;Cefprozil;Unknown
Montelukast;Cefprozil;Unknown
Zafirlukast;Cefprozil;Unknown
Triamcinolone;Cefprozil;Unknown
Hydrocortisone;Cefprozil;Unknown
Prednisolone;Cefprozil;Unknown
Chlorhexidine;Cefprozil;Unknown
Fexofenadine;Cefprozil;Unknown
Desloratadine;Cefprozil;Unknown
Ibuprofen;Cefprozil;Unknown
Promethazine;Cefprozil;Unknown
Cefprozil;Fluticasone;Unknown
Montelukast;Gemifloxacin;Unknown
Desloratadine;Gemifloxacin;Unknown
Mupirocin;Bupropion;Unknown
Loratadine;Bupropion;Unknown
Montelukast;Bupropion;Unknown
Zafirlukast;Bupropion;Unknown
Epinephrine;Bupropion;Unknown
Flurbiprofen;Bupropion;Unknown
Pentoxifylline;Bupropion;Unknown
Salmeterol;Bupropion;Unknown
Fexofenadine;Bupropion;Unknown
Desloratadine;Bupropion;Unknown
Azelastine;Bupropion;Unknown
Formoterol;Bupropion;Unknown
Neomycin;Bupropion;Unknown
Salbutamol;Bupropion;Unknown
Cromoglicic acid;Bupropion;Unknown
Mercaptopurine;Bupropion;Unknown
Ibuprofen;Bupropion;Unknown
Bupropion;Budesonide;Unknown
Bupropion;Pirbuterol;Unknown
Bupropion;Tiotropium;Unknown
Bupropion;Acetylcysteine;Unknown
Bupropion;Fluticasone;Unknown
Montelukast;Terazosin;Unknown
Desloratadine;Terazosin;Unknown
Terazosin;Tiotropium;Unknown
Terazosin;Fluticasone;Unknown
Montelukast;Calcium chloride;Unknown
Calcium chloride;Tiotropium;Unknown
Calcium chloride;Fluticasone;Unknown
Montelukast;Ofloxacin;Unknown
Zafirlukast;Ofloxacin;Unknown
Olopatadine;Ofloxacin;Unknown
Pentoxifylline;Ofloxacin;Unknown
Desloratadine;Ofloxacin;Unknown
Neomycin;Ofloxacin;Unknown
Cromoglicic acid;Ofloxacin;Unknown
Ofloxacin;Tiotropium;Unknown
Ofloxacin;Fluticasone;Unknown
Montelukast;Itraconazole;Unknown
Zafirlukast;Itraconazole;Unknown
Ketotifen;Itraconazole;Unknown
Desloratadine;Itraconazole;Unknown
Mercaptopurine;Itraconazole;Unknown
Promethazine;Itraconazole;Unknown
Itraconazole;Tiotropium;Unknown
Mercaptopurine;Arsenic trioxide;Unknown
Montelukast;Orphenadrine;Unknown
Triamcinolone;Orphenadrine;Unknown
Orphenadrine;Fluticasone;Unknown
Prednisolone;Ifosfamide;Unknown
Montelukast;Propafenone;Unknown
Promethazine;Naloxone;Unknown
Pergolide;Fluticasone;Unknown
Loratadine;Ciclopirox;Unknown
Montelukast;Ciclopirox;Unknown
Triamcinolone;Ciclopirox;Unknown
Hydrocortisone;Ciclopirox;Unknown
Fexofenadine;Ciclopirox;Unknown
Ibuprofen;Ciclopirox;Unknown
Ciclopirox;Dexamethasone;Unknown
Ciclopirox;Fluticasone;Unknown
Lidocaine;Clindamycin;Unknown
Loratadine;Clindamycin;Unknown
Montelukast;Clindamycin;Unknown
Triamcinolone;Clindamycin;Unknown
Hydrocortisone;Clindamycin;Unknown
Prednisolone;Clindamycin;Unknown
Salmeterol;Clindamycin;Unknown
Fexofenadine;Clindamycin;Unknown
Desloratadine;Clindamycin;Unknown
Ibuprofen;Clindamycin;Unknown
Promethazine;Clindamycin;Unknown
Clindamycin;Dexamethasone;Unknown
Clindamycin;Tiotropium;Unknown
Clindamycin;Fluticasone;Unknown
Cetirizine;Acebutolol;Unknown
Loratadine;Acebutolol;Unknown
Montelukast;Acebutolol;Unknown
Desloratadine;Acebutolol;Unknown
Acebutolol;Tiotropium;Unknown
Acebutolol;Fluticasone;Unknown
Montelukast;Brinzolamide;Unknown
Loratadine;Flecainide;Unknown
Montelukast;Flecainide;Unknown
Hydrocortisone;Flecainide;Unknown
Prednisolone;Flecainide;Unknown
Desloratadine;Flecainide;Unknown
Ibuprofen;Flecainide;Unknown
Flecainide;Tiotropium;Unknown
Flecainide;Fluticasone;Unknown
Lidocaine;Captopril;Unknown
Cetirizine;Captopril;Unknown
Loratadine;Captopril;Unknown
Montelukast;Captopril;Unknown
Salmeterol;Captopril;Unknown
Fexofenadine;Captopril;Unknown
Desloratadine;Captopril;Unknown
Formoterol;Captopril;Unknown
Captopril;Aminophylline;Unknown
Captopril;Tiotropium;Unknown
Captopril;Fluticasone;Unknown
Montelukast;Zopiclone;Unknown
Desloratadine;Zopiclone;Unknown
Zopiclone;Tiotropium;Unknown
Zopiclone;Fluticasone;Unknown
Montelukast;Levetiracetam;Unknown
Desloratadine;Levetiracetam;Unknown
Levetiracetam;Tiotropium;Unknown
Levetiracetam;Fluticasone;Unknown
Montelukast;Nadolol;Unknown
Desloratadine;Nadolol;Unknown
Nadolol;Tiotropium;Unknown
Nadolol;Fluticasone;Unknown
Montelukast;Mitoxantrone;Unknown
Prednisolone;Mitoxantrone;Unknown
Promethazine;Mitoxantrone;Unknown
Mitoxantrone;Fluticasone;Unknown
Lidocaine;Flumazenil;Unknown
Loratadine;Levobunolol;Unknown
Triamcinolone;Levobunolol;Unknown
Montelukast;Clarithromycin;Unknown
Olopatadine;Clarithromycin;Unknown
Desloratadine;Clarithromycin;Unknown
Neomycin;Clarithromycin;Unknown
Mercaptopurine;Clarithromycin;Unknown
Clarithromycin;Tiotropium;Unknown
Flunisolide;Ceftriaxone;Unknown
Lidocaine;Ceftriaxone;Unknown
Cetirizine;Ceftriaxone;Unknown
Mupirocin;Ceftriaxone;Unknown
Loratadine;Ceftriaxone;Unknown
Montelukast;Ceftriaxone;Unknown
Triamcinolone;Ceftriaxone;Unknown
Hydrocortisone;Ceftriaxone;Unknown
Prednisolone;Ceftriaxone;Unknown
Chlorhexidine;Ceftriaxone;Unknown
Ketotifen;Ceftriaxone;Unknown
Salmeterol;Ceftriaxone;Unknown
Fexofenadine;Ceftriaxone;Unknown
Desloratadine;Ceftriaxone;Unknown
Formoterol;Ceftriaxone;Unknown
Mercaptopurine;Ceftriaxone;Unknown
Ibuprofen;Ceftriaxone;Unknown
Promethazine;Ceftriaxone;Unknown
Ceftriaxone;Dexamethasone;Unknown
Ceftriaxone;Tiotropium;Unknown
Ceftriaxone;Fluticasone;Unknown
Loratadine;Estazolam;Unknown
Pentoxifylline;Estazolam;Unknown
Salmeterol;Estazolam;Unknown
Ibuprofen;Estazolam;Unknown
Estazolam;Fluticasone;Unknown
Flunisolide;Finasteride;Unknown
Lidocaine;Finasteride;Unknown
Loratadine;Finasteride;Unknown
Montelukast;Finasteride;Unknown
Triamcinolone;Finasteride;Unknown
Hydrocortisone;Finasteride;Unknown
Pentoxifylline;Finasteride;Unknown
Prednisolone;Finasteride;Unknown
Salmeterol;Finasteride;Unknown
Desloratadine;Finasteride;Unknown
Formoterol;Finasteride;Unknown
Ibuprofen;Finasteride;Unknown
Promethazine;Finasteride;Unknown
Finasteride;Tiotropium;Unknown
Finasteride;Fluticasone;Unknown
Cetirizine;Anastrozole;Unknown
Loratadine;Anastrozole;Unknown
Montelukast;Anastrozole;Unknown
Hydrocortisone;Anastrozole;Unknown
Prednisolone;Anastrozole;Unknown
Fexofenadine;Anastrozole;Unknown
Ibuprofen;Anastrozole;Unknown
Anastrozole;Dexamethasone;Unknown
Anastrozole;Tiotropium;Unknown
Anastrozole;Fluticasone;Unknown
Ibuprofen;Dantrolene;Unknown
Goserelin;Budesonide;Unknown
Octreotide;Budesonide;Unknown
Cyanocobalamin;Budesonide;Unknown
Calcitriol;Budesonide;Unknown
Folic acid;Budesonide;Unknown
Pravastatin;Budesonide;Unknown
Lorazepam;Budesonide;Unknown
Bortezomib;Budesonide;Unknown
Tramadol;Budesonide;Unknown
Oseltamivir;Budesonide;Unknown
Hydroxocobalamin;Budesonide;Unknown
Sildenafil;Budesonide;Unknown
Dofetilide;Budesonide;Unknown
Adapalene;Budesonide;Unknown
Pantoprazole;Budesonide;Unknown
Torasemide;Budesonide;Unknown
Citalopram;Budesonide;Unknown
Moxifloxacin;Budesonide;Unknown
Glimepiride;Budesonide;Unknown
Lovastatin;Budesonide;Unknown
Pregabalin;Budesonide;Unknown
Temazepam;Budesonide;Unknown
Mesalazine;Budesonide;Unknown
Ziprasidone;Budesonide;Unknown
Cabergoline;Budesonide;Unknown
Dapsone;Budesonide;Unknown
Doxycycline;Budesonide;Unknown
Ropinirole;Budesonide;Unknown
Topiramate;Budesonide;Unknown
Lidocaine;Budesonide;Unknown
Pamidronic acid;Budesonide;Unknown
Acarbose;Budesonide;Unknown
Venlafaxine;Budesonide;Unknown
Atomoxetine;Budesonide;Unknown
Morphine;Budesonide;Unknown
Valproic acid;Budesonide;Unknown
Zolmitriptan;Budesonide;Unknown
Gefitinib;Budesonide;Unknown
Hydromorphone;Budesonide;Unknown
Metformin;Budesonide;Unknown
Olanzapine;Budesonide;Unknown
Pimecrolimus;Budesonide;Unknown
Omeprazole;Budesonide;Unknown
Cetirizine;Budesonide;Unknown
Clozapine;Budesonide;Unknown
Sucralfate;Budesonide;Unknown
Levonorgestrel;Budesonide;Unknown
Mirtazapine;Budesonide;Unknown
Palonosetron;Budesonide;Unknown
Mexiletine;Budesonide;Unknown
Digoxin;Budesonide;Unknown
Carisoprodol;Budesonide;Unknown
Progesterone;Budesonide;Unknown
Sorafenib;Budesonide;Unknown
Zoledronic acid;Budesonide;Unknown
Mupirocin;Budesonide;Unknown
Rosiglitazone;Budesonide;Unknown
Pramipexole;Budesonide;Unknown
Methylphenidate;Budesonide;Unknown
Methocarbamol;Budesonide;Unknown
Zolpidem;Budesonide;Unknown
Famciclovir;Budesonide;Unknown
Prochlorperazine;Budesonide;Unknown
Allopurinol;Budesonide;Unknown
Ceftazidime;Budesonide;Unknown
Trimethoprim;Budesonide;Unknown
Gemcitabine;Budesonide;Unknown
Lansoprazole;Budesonide;Unknown
Meperidine;Budesonide;Unknown
Loratadine;Budesonide;Unknown
Imipramine;Budesonide;Unknown
Montelukast;Budesonide;Unknown
Fluoxetine;Budesonide;Unknown
Duloxetine;Budesonide;Unknown
Chlorpromazine;Budesonide;Unknown
Lenalidomide;Budesonide;Unknown
Raloxifene;Budesonide;Unknown
Sotalol;Budesonide;Unknown
Buspirone;Budesonide;Unknown
Darifenacin;Budesonide;Unknown
Oxycodone;Budesonide;Unknown
Cimetidine;Budesonide;Unknown
Haloperidol;Budesonide;Unknown
Vancomycin;Budesonide;Unknown
Cisplatin;Budesonide;Unknown
Metolazone;Budesonide;Unknown
Oxaliplatin;Budesonide;Unknown
Cyclophosphamide;Budesonide;Unknown
Cefdinir;Budesonide;Unknown
Nortriptyline;Budesonide;Unknown
Fluorouracil;Budesonide;Unknown
Propylthiouracil;Budesonide;Unknown
Lamotrigine;Budesonide;Unknown
Hydroxyzine;Budesonide;Unknown
Bosentan;Budesonide;Unknown
Carbamazepine;Budesonide;Unknown
Cephalexin;Budesonide;Unknown
Valaciclovir;Budesonide;Unknown
Lactulose;Budesonide;Unknown
Nizatidine;Budesonide;Unknown
Linezolid;Budesonide;Unknown
Triamcinolone;Budesonide;Unknown
Prednisone;Budesonide;Unknown
Simvastatin;Budesonide;Unknown
Nystatin;Budesonide;Unknown
Stavudine;Budesonide;Unknown
Latanoprost;Budesonide;Unknown
Trazodone;Budesonide;Unknown
Sevelamer;Budesonide;Unknown
Acamprosate;Budesonide;Unknown
Sumatriptan;Budesonide;Unknown
Galantamine;Budesonide;Unknown
Tamoxifen;Budesonide;Unknown
Midazolam;Budesonide;Unknown
Tobramycin;Budesonide;Unknown
Furosemide;Budesonide;Unknown
Tizanidine;Budesonide;Unknown
Nitrofurantoin;Budesonide;Unknown
Tamsulosin;Budesonide;Unknown
Lamivudine;Budesonide;Unknown
Ibandronate;Budesonide;Unknown
Paroxetine;Budesonide;Unknown
Norethisterone;Budesonide;Unknown
Imiquimod;Budesonide;Unknown
Nitroglycerin;Budesonide;Unknown
Nateglinide;Budesonide;Unknown
Risperidone;Budesonide;Unknown
Hydrocortisone;Budesonide;Unknown
Modafinil;Budesonide;Unknown
Tretinoin;Budesonide;Unknown
Dolasetron;Budesonide;Unknown
Clopidogrel;Budesonide;Unknown
Tetracycline;Budesonide;Unknown
Potassium chloride;Budesonide;Unknown
Methimazole;Budesonide;Unknown
Olopatadine;Budesonide;Unknown
Etoposide;Budesonide;Unknown
Oxcarbazepine;Budesonide;Unknown
Primidone;Budesonide;Unknown
Sulfasalazine;Budesonide;Unknown
Gentamicin;Budesonide;Unknown
Alfentanil;Budesonide;Unknown
Dicyclomine;Budesonide;Unknown
Indapamide;Budesonide;Unknown
Ribavirin;Budesonide;Unknown
Fentanyl;Budesonide;Unknown
Propofol;Budesonide;Unknown
Tadalafil;Budesonide;Unknown
Diazepam;Budesonide;Unknown
Cefaclor;Budesonide;Unknown
Loperamide;Budesonide;Unknown
Oxazepam;Budesonide;Unknown
Donepezil;Budesonide;Unknown
Terbinafine;Budesonide;Unknown
Prednisolone;Budesonide;Unknown
Vardenafil;Budesonide;Unknown
Ranitidine;Budesonide;Unknown
Chlorhexidine;Budesonide;Unknown
Isosorbide dinitrate;Budesonide;Unknown
Risedronic acid;Budesonide;Unknown
Bumetanide;Budesonide;Unknown
Granisetron;Budesonide;Unknown
Triazolam;Budesonide;Unknown
Didanosine;Budesonide;Unknown
Ondansetron;Budesonide;Unknown
Bimatoprost;Budesonide;Unknown
Paricalcitol;Budesonide;Unknown
Repaglinide;Budesonide;Unknown
Metronidazole;Budesonide;Unknown
Ketotifen;Budesonide;Unknown
Cyclobenzaprine;Budesonide;Unknown
Famotidine;Budesonide;Unknown
Misoprostol;Budesonide;Unknown
Fexofenadine;Budesonide;Unknown
Naratriptan;Budesonide;Unknown
Rizatriptan;Budesonide;Unknown
Carboplatin;Budesonide;Unknown
Methylprednisolone;Budesonide;Unknown
Zaleplon;Budesonide;Unknown
Desloratadine;Budesonide;Unknown
Ezetimibe;Budesonide;Unknown
Dipyridamole;Budesonide;Unknown
Gabapentin;Budesonide;Unknown
Hydrochlorothiazide;Budesonide;Unknown
Cromoglicic acid;Budesonide;Unknown
Ganciclovir;Budesonide;Unknown
Hydroxyurea;Budesonide;Unknown
Letrozole;Budesonide;Unknown
Balsalazide;Budesonide;Unknown
Glyburide;Budesonide;Unknown
Isosorbide mononitrate;Budesonide;Unknown
Mercaptopurine;Budesonide;Unknown
Tolterodine;Budesonide;Unknown
Fenofibrate;Budesonide;Unknown
Thalidomide;Budesonide;Unknown
Gatifloxacin;Budesonide;Unknown
Fluocinonide;Budesonide;Unknown
Norfloxacin;Budesonide;Unknown
Oxybutynin;Budesonide;Unknown
Glipizide;Budesonide;Unknown
Clonazepam;Budesonide;Unknown
Promethazine;Budesonide;Unknown
Fludarabine;Budesonide;Unknown
Tegaserod;Budesonide;Unknown
Orlistat;Budesonide;Unknown
Pilocarpine;Budesonide;Unknown
Iloprost;Budesonide;Unknown
Fluvastatin;Budesonide;Unknown
Rosuvastatin;Budesonide;Unknown
Sertraline;Budesonide;Unknown
Cefuroxime;Budesonide;Unknown
Dutasteride;Budesonide;Unknown
Rabeprazole;Budesonide;Unknown
Pioglitazone;Budesonide;Unknown
Doxepin;Budesonide;Unknown
Cefprozil;Budesonide;Unknown
Calcium chloride;Budesonide;Unknown
Ofloxacin;Budesonide;Unknown
Ciclopirox;Budesonide;Unknown
Clindamycin;Budesonide;Unknown
Flecainide;Budesonide;Unknown
Zopiclone;Budesonide;Unknown
Levetiracetam;Budesonide;Unknown
Levobunolol;Budesonide;Unknown
Ceftriaxone;Budesonide;Unknown
Finasteride;Budesonide;Unknown
Budesonide;Quetiapine;Unknown
Budesonide;Paclitaxel;Unknown
Budesonide;Metoclopramide;Unknown
Budesonide;Dexamethasone;Unknown
Budesonide;Aripiprazole;Unknown
Budesonide;Gemfibrozil;Unknown
Budesonide;Docetaxel;Unknown
Budesonide;Varenicline;Unknown
Budesonide;Cefazolin;Unknown
Budesonide;Pancuronium;Unknown
Budesonide;Sodium bicarbonate;Unknown
Budesonide;Tiotropium;Unknown
Budesonide;Cefepime;Unknown
Budesonide;Cefpodoxime;Unknown
Budesonide;Acenocoumarol;Unknown
Budesonide;Ursodeoxycholic acid;Unknown
Budesonide;Quazepam;Unknown
Budesonide;Nitrazepam;Unknown
Budesonide;Hydroxychloroquine;Unknown
Budesonide;Ambrisentan;Unknown
Budesonide;Vitamin D;Unknown
Budesonide;Clobetasol;Unknown
Budesonide;Fluticasone;Unknown
Sucralfate;Aminophylline;Unknown
Montelukast;Aminophylline;Unknown
Cisplatin;Aminophylline;Unknown
Lactulose;Aminophylline;Unknown
Simvastatin;Aminophylline;Unknown
Dobutamine;Aminophylline;Unknown
Telmisartan;Aminophylline;Unknown
Isosorbide mononitrate;Aminophylline;Unknown
Aminophylline;Tiotropium;Unknown
Aminophylline;Fluticasone;Unknown
Montelukast;Quetiapine;Unknown
Zafirlukast;Quetiapine;Unknown
Triamcinolone;Quetiapine;Unknown
Desloratadine;Quetiapine;Unknown
Quetiapine;Fluticasone;Unknown
Montelukast;Paclitaxel;Unknown
Triamcinolone;Paclitaxel;Unknown
Olopatadine;Paclitaxel;Unknown
Pentoxifylline;Paclitaxel;Unknown
Prednisolone;Paclitaxel;Unknown
Salmeterol;Paclitaxel;Unknown
Promethazine;Paclitaxel;Unknown
Paclitaxel;Tiotropium;Unknown
Paclitaxel;Fluticasone;Unknown
Mupirocin;Metoclopramide;Unknown
Montelukast;Metoclopramide;Unknown
Zafirlukast;Metoclopramide;Unknown
Triamcinolone;Metoclopramide;Unknown
Pentoxifylline;Metoclopramide;Unknown
Prednisolone;Metoclopramide;Unknown
Salmeterol;Metoclopramide;Unknown
Desloratadine;Metoclopramide;Unknown
Neomycin;Metoclopramide;Unknown
Cromoglicic acid;Metoclopramide;Unknown
Mercaptopurine;Metoclopramide;Unknown
Aminophylline;Metoclopramide;Unknown
Metoclopramide;Pirbuterol;Unknown
Metoclopramide;Tiotropium;Unknown
Metoclopramide;Fluticasone;Unknown
Goserelin;Dexamethasone;Unknown
Octreotide;Dexamethasone;Unknown
Folic acid;Dexamethasone;Unknown
Pravastatin;Dexamethasone;Unknown
Flunisolide;Dexamethasone;Unknown
Lorazepam;Dexamethasone;Unknown
Tramadol;Dexamethasone;Unknown
Oseltamivir;Dexamethasone;Unknown
Pantoprazole;Dexamethasone;Unknown
Gadodiamide;Dexamethasone;Unknown
Lovastatin;Dexamethasone;Unknown
Pregabalin;Dexamethasone;Unknown
Temazepam;Dexamethasone;Unknown
Mesalazine;Dexamethasone;Unknown
Doxycycline;Dexamethasone;Unknown
Ropinirole;Dexamethasone;Unknown
Topiramate;Dexamethasone;Unknown
Pamidronic acid;Dexamethasone;Unknown
Venlafaxine;Dexamethasone;Unknown
Travoprost;Dexamethasone;Unknown
Atomoxetine;Dexamethasone;Unknown
Bleomycin;Dexamethasone;Unknown
Etomidate;Dexamethasone;Unknown
Morphine;Dexamethasone;Unknown
Ertapenem;Dexamethasone;Unknown
Mitomycin;Dexamethasone;Unknown
Valproic acid;Dexamethasone;Unknown
Piperacillin;Dexamethasone;Unknown
Hydromorphone;Dexamethasone;Unknown
Ethambutol;Dexamethasone;Unknown
Olanzapine;Dexamethasone;Unknown
Pimecrolimus;Dexamethasone;Unknown
Omeprazole;Dexamethasone;Unknown
Tioguanine;Dexamethasone;Unknown
Sulfadiazine;Dexamethasone;Unknown
Sucralfate;Dexamethasone;Unknown
Meprobamate;Dexamethasone;Unknown
Trihexyphenidyl;Dexamethasone;Unknown
Palonosetron;Dexamethasone;Unknown
Mexiletine;Dexamethasone;Unknown
Progesterone;Dexamethasone;Unknown
Zoledronic acid;Dexamethasone;Unknown
Mupirocin;Dexamethasone;Unknown
Pramipexole;Dexamethasone;Unknown
Phenoxymethylpenicillin;Dexamethasone;Unknown
Methylphenidate;Dexamethasone;Unknown
Methocarbamol;Dexamethasone;Unknown
Famciclovir;Dexamethasone;Unknown
Prochlorperazine;Dexamethasone;Unknown
Nitric Oxide;Dexamethasone;Unknown
Allopurinol;Dexamethasone;Unknown
Trimethoprim;Dexamethasone;Unknown
Gemcitabine;Dexamethasone;Unknown
Lansoprazole;Dexamethasone;Unknown
Droperidol;Dexamethasone;Unknown
Meperidine;Dexamethasone;Unknown
Loratadine;Dexamethasone;Unknown
Imipramine;Dexamethasone;Unknown
Acitretin;Dexamethasone;Unknown
Fluoxetine;Dexamethasone;Unknown
Duloxetine;Dexamethasone;Unknown
Lenalidomide;Dexamethasone;Unknown
Raloxifene;Dexamethasone;Unknown
Dicloxacillin;Dexamethasone;Unknown
Sotalol;Dexamethasone;Unknown
Flutamide;Dexamethasone;Unknown
Haloperidol;Dexamethasone;Unknown
Vancomycin;Dexamethasone;Unknown
Dextromethorphan;Dexamethasone;Unknown
Oxaliplatin;Dexamethasone;Unknown
Cefdinir;Dexamethasone;Unknown
Nortriptyline;Dexamethasone;Unknown
Fluorouracil;Dexamethasone;Unknown
Propylthiouracil;Dexamethasone;Unknown
Lamotrigine;Dexamethasone;Unknown
Hydroxyzine;Dexamethasone;Unknown
Cisatracurium;Dexamethasone;Unknown
Atropine;Dexamethasone;Unknown
Valaciclovir;Dexamethasone;Unknown
Nizatidine;Dexamethasone;Unknown
Fluocinolone acetonide;Dexamethasone;Unknown
Oxytetracycline;Dexamethasone;Unknown
Linezolid;Dexamethasone;Unknown
Ivermectin;Dexamethasone;Unknown
Triamcinolone;Dexamethasone;Unknown
Clofarabine;Dexamethasone;Unknown
Prednisone;Dexamethasone;Unknown
Simvastatin;Dexamethasone;Unknown
Pemetrexed;Dexamethasone;Unknown
Nystatin;Dexamethasone;Unknown
Stavudine;Dexamethasone;Unknown
Latanoprost;Dexamethasone;Unknown
Trazodone;Dexamethasone;Unknown
Sevelamer;Dexamethasone;Unknown
Sumatriptan;Dexamethasone;Unknown
Tobramycin;Dexamethasone;Unknown
Flurazepam;Dexamethasone;Unknown
Tizanidine;Dexamethasone;Unknown
Nitrofurantoin;Dexamethasone;Unknown
Tamsulosin;Dexamethasone;Unknown
Sufentanil;Dexamethasone;Unknown
Lamivudine;Dexamethasone;Unknown
Ibandronate;Dexamethasone;Unknown
Paroxetine;Dexamethasone;Unknown
Trimipramine;Dexamethasone;Unknown
Nitroglycerin;Dexamethasone;Unknown
Risperidone;Dexamethasone;Unknown
Hydrocortisone;Dexamethasone;Unknown
Scopolamine;Dexamethasone;Unknown
Isoflurane;Dexamethasone;Unknown
Tretinoin;Dexamethasone;Unknown
Dolasetron;Dexamethasone;Unknown
Tetracycline;Dexamethasone;Unknown
Potassium chloride;Dexamethasone;Unknown
Methimazole;Dexamethasone;Unknown
Olopatadine;Dexamethasone;Unknown
Etoposide;Dexamethasone;Unknown
Sulfasalazine;Dexamethasone;Unknown
Gentamicin;Dexamethasone;Unknown
Dicyclomine;Dexamethasone;Unknown
Pentoxifylline;Dexamethasone;Unknown
Ribavirin;Dexamethasone;Unknown
Propofol;Dexamethasone;Unknown
Loperamide;Dexamethasone;Unknown
Dobutamine;Dexamethasone;Unknown
Oxazepam;Dexamethasone;Unknown
Nalbuphine;Dexamethasone;Unknown
Perphenazine;Dexamethasone;Unknown
Dacarbazine;Dexamethasone;Unknown
Temozolomide;Dexamethasone;Unknown
Terbinafine;Dexamethasone;Unknown
Penicillamine;Dexamethasone;Unknown
Prednisolone;Dexamethasone;Unknown
Ranitidine;Dexamethasone;Unknown
Isosorbide dinitrate;Dexamethasone;Unknown
Risedronic acid;Dexamethasone;Unknown
Granisetron;Dexamethasone;Unknown
Remifentanil;Dexamethasone;Unknown
Didanosine;Dexamethasone;Unknown
Ondansetron;Dexamethasone;Unknown
Bimatoprost;Dexamethasone;Unknown
